school_id,short_name,long_name,school_type,primary_category,address,city,state,zip,phone,fax,cps_school_profile,website,progress_report_year,excelerate_award_gold_year,student_growth_rating,student_growth_description,student_attainment_rating,student_attainment_description,culture_climate_rating,culture_climate_description,school_survey_student_response,school_survey_student_response_1,school_survey_teacher_response,school_survey_teacher_response_1,healthy_school_certification,healthy_school_certification_1,creative_school_certification_1,school_survey_involved,school_survey_supportive,school_survey_ambitious,school_survey_effective,school_survey_collaborative,school_survey_safety,suspensions_per_100_students,suspensions_per_100_students_2,misconducts_to_suspensions,misconducts_to_suspensions_2,average_length_suspension,average_length_suspension_2,behavior_discipline_year,behavior_discipline_year_1,student_attendance_year_2,student_attendance_avg_pct,teacher_attendance_year_1,teacher_attendance_year_2,teacher_attendance_avg_pct,other_metrics_year_1,other_metrics_year_2,progress_toward_graduation,progress_toward_graduation_1,state_school_report_card,mobility_rate_pct,chronic_truancy_pct,supportive_school_award,supportive_school_award_desc,parent_survey_results_year,school_latitude,school_longitude,sat_grade_11_score_school,sat_grade_11_score_cps_avg,attainment_sat_grade_11_school,attainment_sat_grade_11_school_1,one_year_dropout_rate_year,one_year_dropout_rate_year_1,one_year_dropout_rate_avg,freshmen_on_track_school,freshmen_on_track_cps_pct,graduation_4_year_school,graduation_4_year_cps_pct,graduation_4_year_school_1,graduation_4_year_cps_pct_1,graduation_5_year_school,graduation_5_year_cps_pct,graduation_5_year_school_1,graduation_5_year_cps_pct_1,college_enrollment_school,college_enrollment_cps_pct,college_enrollment_school_1,college_enrollment_cps_pct_1,college_persistence_school,college_persistence_cps_pct,college_persistence_school_1,college_persistence_cps_pct_1,suspensions_per_100_students_1,misconducts_to_suspensions_1,average_length_suspension_1,improvement_award_year,excellence_award_year,blue_ribbon_award_year,spot_light_award_year
610212,ALBANY PARK,Albany Park Multicultural Academy,Neighborhood,MS,4929 N SAWYER AVE,Chicago,Illinois,60625,773-534-5108,773-534-5178,{'url': 'https://www.cps.edu/schools/schoolprofiles/610212'},{'url': 'http://albanypark.cps.edu'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",78.8,59,86.4,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NEUTRAL,STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,94.8,89.1,94.1,90.1,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252850'},2.4,14.6,EXEMPLARY,"This school has a strong commitment and robust systems to support social and emotional learning (SEL).  Documents, observations, and interviews with students, parents, and other members of the school community demonstrate that SEL is a core part of students’ experience and the learning environment meets CPS School Climate Standards.",2021,41.971504,-87.710609,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400092,CICS - BOND,CICS - Lloyd Bond,Charter,ES,13300 S LANGLEY AVE,Chicago,Illinois,60827,773-468-1300,773-253-0988,{'url': 'https://www.cps.edu/schools/schoolprofiles/400092'},{'url': 'https://cicslloydbond.org'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",65.8,59,87,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NEUTRAL,STRONG,VERY STRONG,STRONG,STRONG,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,82.8,89.1,,,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025280C'},5.5,55,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2021,41.653663,-87.605039,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610206,TWAIN,Mark Twain Elementary School,Neighborhood,ES,5134 S LOTUS AVE,Chicago,Illinois,60638,773-535-2290,773-535-2248,{'url': 'https://www.cps.edu/schools/schoolprofiles/610206'},{'url': 'https://twain.cps.edu'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",80.6,59,83.3,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,0.5,0,4.9,1.1,1.2 days,1.7 days,2020,2021,95.8,89.1,95.4,90.2,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252490'},2.6,10,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.799046,-87.758928,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610196,SWIFT,George B Swift Elementary Specialty School,Neighborhood,ES,5900 N WINTHROP AVE,Chicago,Illinois,60660,773-534-2695,773-534-2575,{'url': 'https://www.cps.edu/schools/schoolprofiles/610196'},{'url': 'https://swiftelementary.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",61.9,59,67.2,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,0.2,0,9.1,1.1,1.0 days,1.7 days,2020,2021,96,89.1,93.5,89.3,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252477'},7,10.7,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.989139,-87.658296,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610367,DEPRIEST,Oscar DePriest Elementary School,Neighborhood,ES,139 S PARKSIDE AVE,Chicago,Illinois,60644,773-534-6800,773-534-6799,{'url': 'https://www.cps.edu/schools/schoolprofiles/610367'},{'url': 'https://depriestschool.org'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",52.5,59,62.9,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,82.1,89.1,93.6,85.8,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252605'},6.6,59.3,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.877979,-87.766298,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2012,,,
400043,HOPE LEARNING ACADEMY,Hope Institute Learning Academy,Contract,ES,1628 W WASHINGTON,Chicago,Illinois,60612,773-534-7405,773-534-7623,{'url': 'https://www.cps.edu/schools/schoolprofiles/400043'},{'url': 'https://www.hilahub.com'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",54.6,59,63.3,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,VERY STRONG,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,3.3,0,13.8,1.1,1.1 days,1.7 days,2020,2021,86.8,89.1,,,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252961'},2.7,39.5,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.883362,-87.668077,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610246,BEASLEY,Edward Beasley Elementary Magnet Academic Center,Regional gifted center,ES,5255 S STATE ST,Chicago,Illinois,60609,773-535-1230,773-535-1248,{'url': 'https://www.cps.edu/schools/schoolprofiles/610246'},{'url': 'https://beasleyac.org/'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",37.6,59,50.6,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,85.7,89.1,94.4,87.5,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252800'},2.3,40.1,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.798465,-87.625692,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609725,MORGAN PARK HS,Morgan Park High School,Neighborhood,HS,1744 W PRYOR AVE,Chicago,Illinois,60643,773-535-2550,773-535-2706,{'url': 'https://www.cps.edu/schools/schoolprofiles/609725'},{'url': 'https://morganparkcps.org'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",64.7,59,80.3,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,15.7,0,15.3,1.1,2.4 days,1.7 days,2020,2021,81.2,89.1,93.9,80.3,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990250031'},5.2,51.8,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.692035,-87.665658,822,940,5.5,5.5,12.1,2.2,3.8,89.2,86.7,79.4,80.2,85.5,80.6,87.9,83.8,85.6,82.5,59.8,61.9,69.3,67,67.2,71.7,78,73.7,,,,,,,
609740,WELLS HS,Wells Community Academy High School,Neighborhood,HS,936 N ASHLAND AVE,Chicago,Illinois,60622,773-534-7010,773-534-7078,{'url': 'https://www.cps.edu/schools/schoolprofiles/609740'},{'url': 'https://WellsHS.cps.edu'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",59.3,59,63.2,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,NEUTRAL,NEUTRAL,STRONG,NOT ENOUGH DATA,35.6,0,17.9,1.1,2.0 days,1.7 days,2020,2021,80.1,89.1,94.3,84.8,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990250049'},8.6,54.1,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.898995,-87.667483,791,940,0,0,7.1,3.7,3.8,79.2,86.7,71.8,80.2,74.7,80.6,77.1,83.8,71.4,82.5,47,61.9,65.4,67,55.9,71.7,46.2,73.7,,,,,,,
610218,WARREN,Joseph Warren Elementary School,Neighborhood,ES,9239 S JEFFERY AVE,Chicago,Illinois,60617,773-535-6625,773-535-6698,{'url': 'https://www.cps.edu/schools/schoolprofiles/610218'},{'url': 'https://warrencps.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",86.5,59,99.9,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",VERY STRONG,STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,0.9,0,5.3,1.1,2.0 days,1.7 days,2020,2021,93.2,89.1,93.5,81.3,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252502'},9.4,17.5,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.726763,-87.575353,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610573,SAFE ACHIEVE HS,Safe Achieve Academy HS,Citywide-Option,HS,7877 S COLES AVE,Chicago,Illinois,60649,773-902-2487,773-902-7961,{'url': 'https://www.cps.edu/schools/schoolprofiles/610573'},{'url': 'https://cameloteducation.org/camelotacademychicago'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",NOT ENOUGH DATA,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",,59,,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,,,,,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990253777'},,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.753115,-87.551804,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610089,MURPHY,John B Murphy Elementary School,Neighborhood,ES,3539 W GRACE ST,Chicago,Illinois,60618,773-534-5223,773-534-5212,{'url': 'https://www.cps.edu/schools/schoolprofiles/610089'},{'url': 'http://www.murphy.cps.edu/'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",68.8,59,66,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,93.6,89.1,95.5,93.3,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252365'},6.5,19.6,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.950078,-87.716832,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610011,JAMIESON,Minnie Mars Jamieson Elementary School,Neighborhood,ES,5650 N MOZART ST,Chicago,Illinois,60659,773-534-2395,773-534-2579,{'url': 'https://www.cps.edu/schools/schoolprofiles/610011'},{'url': 'https://jamiesonschool.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",92.4,59,76.6,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,NOT ENOUGH DATA,1.1,0,10.9,1.1,2.0 days,1.7 days,2020,2021,96.5,89.1,95.7,93.7,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252285'},6,7.1,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.984641,-87.700529,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,0.1,8.3,1.0 days,,,,
610054,MARSH,John L Marsh Elementary School,Neighborhood,ES,9822 S EXCHANGE AVE,Chicago,Illinois,60617,773-535-6430,773-535-6446,{'url': 'https://www.cps.edu/schools/schoolprofiles/610054'},{'url': 'https://jlmarsh.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,MODERATELY ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",76.9,59,83.9,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,89.8,89.1,94,88.8,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252331'},5,28.2,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.716588,-87.552483,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610515,DISNEY II ES,Disney II Magnet School,Magnet,ES,3815 N KEDVALE AVE,Chicago,Illinois,60641,773-534-3750,773-534-3757,{'url': 'https://www.cps.edu/schools/schoolprofiles/610515'},{'url': 'https://disneyiimagnet.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",94.6,59,78.4,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,98.6,89.1,,,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252949'},2.8,1.5,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.950461,-87.730678,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,
