school_id,legacy_unit_id,finance_id,short_name,long_name,primary_category,is_high_school,is_middle_school,is_elementary_school,is_pre_school,summary,administrator_title,administrator,address,city,state,zip,phone,fax,cps_school_profile,website,attendance_boundaries,grades_offered_all,grades_offered,student_count_total,student_count_low_income,student_count_special_ed,student_count_english_learners,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,student_count_other_ethnicity,student_count_asian_pacific,student_count_multi,student_count_hawaiian_pacific,student_count_ethnicity_not,statistics_description,demographic_description,dress_code,kindergarten_school_day,school_hours,earliest_drop_off_time,title_1_eligible,transportation_bus,transportation_el,overall_rating,rating_status,rating_statement,classification_description,school_year,network,is_gocps_participant,is_gocps_prek,is_gocps_elementary,is_gocps_high_school,school_latitude,school_longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,secondary_contact_title,secondary_contact,twitter,prek_school_day,bilingual_services,facebook,youtube,after_school_hours,college_enrollment_rate_school,college_enrollment_rate_mean,graduation_rate_school,graduation_rate_mean,classroom_languages,refugee_services,third_contact_title,third_contact_name,fourth_contact_title,fourth_contact_name,fifth_contact_title,fifth_contact_name,freshman_start_end_time,sixth_contact_title,sixth_contact_name,significantly_modified,preschool_inclusive,preschool_instructional,visual_impairments,transportation_metra,seventh_contact_title,seventh_contact_name,hard_of_hearing,pinterest
400032,4911,66072,CICS - ELLISON HS,CICS - Ralph Ellison,HS,True,False,False,False,"Mission
   
 CICS Ralph
Ellison High School inspires our scholars to be visible agents of multi-faceted
change through exemplary curricular programs that are interdisciplinary,
inquiry based, fine arts and technology infused, for every learner to develop
the knowledge, skills, and character to excel in college, careers, and life.
 
     
   Vision
   
 All students have the intellectual skills,
cultural competence, belief in self, and a growth mindset to BE VISIBLE!",Director,Taquia Hylton,1817 W 80TH ST,Chicago,Illinois,60620,773-478-4434,773-224-2594,{'url': 'https://www.cps.edu/schools/schoolprofiles/400032'},{'url': 'https://cicsellison.org'},False,"9,10,11,12",9-12,205,177,45,6,197,7,0,0,0,0,0,1,0,0,There are 205 students enrolled at CICS - ELLISON HS.  86.3% are Low Income Students.  22% are Diverse Learners.  2.9% are Limited English Learners.,The largest demographic at CICS - ELLISON HS is Black.  This demographic makes up 96.1% of the student population.  The second greatest demographic is Hispanic at 3.4%.,True,,8:00 AM-3:30 PM,7:15am,True,"9, 48, 79, 169","Green, Red",Level 2,NOT APPLICABLE,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Charter,True,False,False,True,41.748382,-87.66898,"{'type': 'Point', 'coordinates': [-87.66898, 41.748382]}",59,70,21554,574,31,Assistant Principal,Ms. Raashida Sabree,{'url': 'https://twitter.com/ellisonlions'},,True,{'url': 'https://www.facebook.com/CICSRalphEllison'},,3:45pm-5:15pm,65.3,67.2,79.6,78.9,Spanish,False,Office Manager,Ms. Nancy Troche,,,,,8:00 a.m. - 3:30 p.m.,,,,,,,,,,,
610347,7830,31301,CLAREMONT,Claremont Academy Elementary School,ES,False,True,True,True,"Claremont, a Mathematics, Science and Technology Academy, provides all students in Grades K-8 the chance to explore math and science in a hands-on environment with access to the newest technology. Claremont students receive a high-quality academic program along with enrichment programs in language, arts, music, sports, and technology.",Principal,Patricia Elizabeth Baggett-Hopkins,2300 W 64TH ST,Chicago,Illinois,60636,773-535-8110,773-535-8108,{'url': 'https://www.cps.edu/schools/schoolprofiles/610347'},{'url': 'https://claremontcps.org'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",357,286,87,47,276,76,2,0,0,0,0,1,2,0,There are 357 students enrolled at CLAREMONT.  80.1% are Low Income Students.  24.4% are Diverse Learners.  13.2% are Limited English Learners.,The largest demographic at CLAREMONT is Black.  This demographic makes up 77.3% of the student population.  The second greatest demographic is Hispanic at 21.3%.,True,Full Day,9:00 AM-4:00 PM,,True,"49, 63",Orange,Level 2+,PROVISIONAL SUPPORT,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 10,True,False,True,False,41.777511,-87.681061,"{'type': 'Point', 'coordinates': [-87.681061, 41.777511]}",23,64,22257,370,2,Principal,Ms. Mary Beth Padezanin,,Half Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610011,4180,23931,JAMIESON,Minnie Mars Jamieson Elementary School,ES,False,True,True,True,"Jamieson Elementary, a level 1+ rated neighborhood school, has been associated with excellence in education for more than 70 years. Our faculty and staff are committed to providing our students with a broad range of educational experiences and opportunities.",Principal,Robert Clay Baughman,5650 N MOZART ST,Chicago,Illinois,60659,773-534-2395,773-534-2579,{'url': 'https://www.cps.edu/schools/schoolprofiles/610011'},{'url': 'https://jamiesonschool.org'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",794,471,111,295,56,255,232,223,3,0,0,25,0,0,There are 794 students enrolled at JAMIESON.  59.3% are Low Income Students.  14% are Diverse Learners.  37.2% are Limited English Learners.,The largest demographic at JAMIESON is Hispanic.  This demographic makes up 32.1% of the student population.  The second greatest demographic is White at 29.2%.,False,Full Day,8:45AM-3:45PM,8:30AM (7:30AM w/Before School Care),True,"11, 93","Brown, Purple",Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 2,True,False,True,False,41.984641,-87.700529,"{'type': 'Point', 'coordinates': [-87.700529, 41.984641]}",50,20,4450,65,24,Assistant Principal,Susan S. Paik,,Full Day,True,{'url': 'https://www.facebook.com/pages/Jamieson-Elementary-School/144234998930652'},,3:45PM-4:45PM (Until 6:00PM w/After School Care),,,,,,,Assistant Principal,Carrie A. Cole,,,,,,,,,,,,,,,True,
610194,6110,31221,SUMNER,Charles Sumner  Math & Science Community Acad ES,ES,False,True,True,True,"Sumner, a Mathematics and Science Magnet Cluster school, encourages students to achieve in its core subject areas. Sumner offers extra instruction periods in both science and math, and all students participate in hands-on experiential learning. Advanced students in 8th grade may take algebra for high school placement. Sumner boasts labs for math, science, and computers. The school’s partners include University Medical Center (S.A.M.E.) and Chicago’s Hull House.",Principal,Catherine B Martin,4320 W 5TH AVE,Chicago,Illinois,60624,773-534-6730,773-534-6736,{'url': 'https://www.cps.edu/schools/schoolprofiles/610194'},{'url': 'https://sumnermsca.org'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",200,163,26,0,199,1,0,0,0,0,0,0,0,0,There are 200 students enrolled at SUMNER.  81.5% are Low Income Students.  13% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at SUMNER is Black.  This demographic makes up 99.5% of the student population.  The second greatest demographic is Hispanic at 0.5%.,True,Full Day,08:45 AM-03:45 PM,8:30 AM,True,"7, 53",Blue,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 5,True,False,True,False,41.870828,-87.733524,"{'type': 'Point', 'coordinates': [-87.733524, 41.870828]}",30,27,21572,703,14,Assistant Principal,Catherine Whitfield,,Full Day,,,,3:45 PM - 5:30 PM,,,,,,,,,,,,,,,,,,,,,,,,
610136,5500,25021,PRESCOTT,William H Prescott Elementary School,ES,False,True,True,False,"In 2019, Prescott won the National Blue Ribbon School award from the the US Department of Education.In 2018, Prescott was one of only 13 schools among 700+ to be named a fully Healthy School. Chicago Magazine named Prescott #13 out of over 400 elementary schools in Chicago (September, 2019) and #14 in 2016. Prescott scores in the top 9% of schools nationally in reading and 11% in math on the yearly NWEA/MAP assessment. Prescott’s enrollment has increased an average of 10% in each of the past five years. Seven teachers are Nationally Board Certified.   
 
Prescott Magnet Cluster School partners with Alliant Credit Union Foundation, the Erikson Institute, DePaul University, Prescott Parents ( http://www.prescottparents.com/ ) to provide high-quality learning experiences to students and their families.",Principal,Erin W Roche,1632 W WRIGHTWOOD AVE,Chicago,Illinois,60614,773-534-5505,773-534-5542,{'url': 'https://www.cps.edu/schools/schoolprofiles/610136'},{'url': 'https://prescottparents.com'},True,"K,1,2,3,4,5,6,7,8",K-8,395,113,56,29,42,120,173,38,2,0,0,20,0,0,There are 395 students enrolled at PRESCOTT.  28.6% are Low Income Students.  14.2% are Diverse Learners.  7.3% are Limited English Learners.,The largest demographic at PRESCOTT is White.  This demographic makes up 43.8% of the student population.  The second greatest demographic is Hispanic at 30.4%.,True,Full Day,08:45 AM-03:45 PM,8:30 (7:30 if enrolled in YMCA),False,"9, 74, 76",,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 4,True,False,True,False,41.928841,-87.669528,"{'type': 'Point', 'coordinates': [-87.669528, 41.928841]}",16,68,21190,743,40,Assistant Principal,Amanda Malsch,{'url': 'https://twitter.com/PrescottCPS'},Half Day,,{'url': 'https://www.facebook.com/PrescottPTA'},,Right at School enrollment until 6pm,,,,,,,,,,,,,,,,,,,,,,,,
400180,9684,66032,KIPP - ONE,KIPP One Academy,ES,False,True,True,False,"KIPP One Academy is a school in the Humboldt Park neighborhood serving students in grades K-8. The mission of KIPP One is to ensure our scholars develop the academic and character strengths to thrive in Chicago's best high schools, graduate from our nation’s best colleges, and lead happy, peaceful lives. To achieve this mission, we provide our scholars daily, individual academic support, great teachers who effectively integrate technology to maximize learning, and a culture that encourages all of our “team and family” to become their best selves. Our KIPP Through College (KTC) program helps students apply to and enroll in excellent high schools, and continues to support KIPP graduates in high school and beyond to ensure they apply to, enroll in, and graduate from college.",Director,Whitney Paul,730 N PULASKI,Chicago,Illinois,60624,773-938-8578,312-733-8163,{'url': 'https://www.cps.edu/schools/schoolprofiles/400180'},{'url': 'https://www.kippchicago.org'},False,"K,1,2,3,4,5,6,7,8",K-8,990,804,99,210,604,378,4,0,1,0,0,2,1,0,There are 990 students enrolled at KIPP - ONE.  81.2% are Low Income Students.  10% are Diverse Learners.  21.2% are Limited English Learners.,The largest demographic at KIPP - ONE is Black.  This demographic makes up 61% of the student population.  The second greatest demographic is Hispanic at 38.2%.,True,Full Day,7:45am - 3:30pm,,True,,,Level 1+,NOT APPLICABLE,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Charter,False,False,False,False,41.893805,-87.726615,"{'type': 'Point', 'coordinates': [-87.726615, 41.893805]}",30,24,21572,99,45,Middle School Principal,Whitney Paul,,,True,{'url': 'https://www.facebook.com/KIPPChicagoSchools/'},,,,,,,Spanish,,,,,,,,,,,,,,,,,,,
609971,3800,23581,HARVARD,John Harvard Elementary School of Excellence,ES,False,True,True,True,"Harvard Elementary strives to provide a quality instructional program for students. Our curriculum focuses on meeting students where they are, differentiating instruction to ensure that each student reaches his or her maximum potential. Our staff devotes time to analyzing student data to monitor students’ growth along with attending weekly professional development.
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}
 
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}
 
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}",Principal,Aisha Khadijah Mccarthy,7525 S HARVARD,Chicago,Illinois,60620,773-535-3045,773-535-3332,{'url': 'https://www.cps.edu/schools/schoolprofiles/609971'},{'url': 'https://harvardcougars.org'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",345,270,83,1,337,7,0,0,0,0,0,0,0,1,There are 345 students enrolled at HARVARD.  78.3% are Low Income Students.  24.1% are Diverse Learners.  0.3% are Limited English Learners.,The largest demographic at HARVARD is Black.  This demographic makes up 97.7% of the student population.  The second greatest demographic is Hispanic at 2%.,True,Full Day,08:45 AM-03:45 PM,8:20AM,True,"24, 75",Red,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 11,True,False,True,False,41.757341,-87.632737,"{'type': 'Point', 'coordinates': [-87.632737, 41.757341]}",59,67,21554,495,32,Counselor,Mr. Brian Sanders,,Full Day,,,,3:45 PM - 5:45 PM,,,,,,,Case Manager,Ms. Angela Harston,Youth Interventionist,Tilden Dunn,,,,,,,,,,,,,,
610143,5580,25091,REAVIS,William C Reavis Math & Science Specialty ES,ES,False,True,True,True,Reavis Elementary School bases its instructional focus on ensuring that our students are provided with an educational program that will enable them to become lifelong learners and contributing members to their respective communities. The school connects the students to a number of activities including Expeditionary Learning Outward Bound and ELEV8 Enrichment Programs.,Principal,Michael L Richie,834 E 50TH ST,Chicago,Illinois,60615,773-535-1060,773-535-1032,{'url': 'https://www.cps.edu/schools/schoolprofiles/610143'},{'url': 'http://www.reaviselementaryschool.org/'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",289,207,76,12,282,4,0,1,0,0,0,2,0,0,There are 289 students enrolled at REAVIS.  71.6% are Low Income Students.  26.3% are Diverse Learners.  4.2% are Limited English Learners.,The largest demographic at REAVIS is Black.  This demographic makes up 97.6% of the student population.  The second greatest demographic is Hispanic at 1.4%.,True,Full Day,08:45 AM-03:45 PM,,True,"4, 47",,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 9,True,False,True,False,41.804174,-87.604925,"{'type': 'Point', 'coordinates': [-87.604925, 41.804174]}",10,5,21192,461,10,,,,Half Day,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,
610319,7490,26461,EVERGREEN,Evergreen Academy Middle School,MS,False,True,True,False,Students at Evergreen Academy follow a departmental schedule similar to high school and receive instruction in exploratory classes. Rigorous academic programs include honors literature and algebra (HS credit) for select students. School is fully web-enabled. Evergreen has many community / external partners. We have monthly recognitions for student achievement / attendance.,Principal,Marian Laura Strok,3537 S PAULINA ST,Chicago,Illinois,60609,773-535-4836,773-535-4853,{'url': 'https://www.cps.edu/schools/schoolprofiles/610319'},{'url': 'https://evergreenacademyms.com'},True,"6,7,8",6-8,198,168,29,67,8,175,6,6,1,0,0,2,0,0,There are 198 students enrolled at EVERGREEN.  84.8% are Low Income Students.  14.6% are Diverse Learners.  33.8% are Limited English Learners.,The largest demographic at EVERGREEN is Hispanic.  This demographic makes up 88.4% of the student population.  The second greatest demographic is Black at 4%.,True,,08:00 AM-03:00 PM,7:20 AM,True,"9, 35",,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 8,True,False,True,False,41.829356,-87.667817,"{'type': 'Point', 'coordinates': [-87.667817, 41.829356]}",37,56,14924,721,1,Assistant Principal,Debra Polak,,,True,{'url': 'https://www.facebook.com/Evergreen-Academy-Middle-School-560898140638890/'},,,,,,,,,,,,,,,,,,,,,,,,,,
609995,4010,23811,HITCH,Rufus M Hitch Elementary School,ES,False,True,True,True,"Hitch Elementary is a premiere neighborhood school that offers a holistic curriculum, incorporating classic academic subjects as well as arts and athletics education.  In addition to our school day courses, Hitch offers a wide variety of after school programs.  We are a Level 1+ school with Healthy Schools Certification, Excelling Arts certification, and a Gold Circle of Quality PreK program. 
 
We partner with local and national businesses and Universities to give students real life learning opportunities (e.g. Purdue University and the University of North Carolina).
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}
 
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}",Principal,Lindsi M Lara,5625 N MCVICKER AVE,Chicago,Illinois,60646,773-534-1189,773-534-1176,{'url': 'https://www.cps.edu/schools/schoolprofiles/609995'},{'url': 'https://hitch.cps.edu'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",496,235,85,97,13,243,169,40,1,0,0,27,0,3,There are 496 students enrolled at HITCH.  47.4% are Low Income Students.  17.1% are Diverse Learners.  19.6% are Limited English Learners.,The largest demographic at HITCH is Hispanic.  This demographic makes up 49% of the student population.  The second greatest demographic is White at 34.1%.,True,Full Day,08:00 AM-03:00 PM,7:50 AM,True,"56A, 68",Blue,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 1,True,False,True,False,41.983672,-87.779123,"{'type': 'Point', 'coordinates': [-87.779123, 41.983672]}",18,36,22532,656,50,Assistant Principal,Sarah McLinden,{'url': 'https://twitter.com/hitchelementary'},Full Day,True,{'url': 'https://www.facebook.com/hitchelementary'},,,,,,,,,,,,,,,,,,,,,,,,,,
610570,9635,65014,OMBUDSMAN - SOUTH HS,Ombudsman Chicago - South,HS,True,False,False,False,"Ombudsman Educational Services provides alternative education programs for high school students who have dropped out or who are at risk of dropping out of school.  A flexible schedule with morning, afternoon, and full day sessions means students don’t have to choose between life and school. Ombudsman offers academic, social and behavioral support so that students earn their high school diplomas and are prepared to make positive choices about the future.  Ombudsman utilizes a number of research-based curriculum resources to deliver its instructional model. Initial and ongoing teacher-led instruction is tailored to ensure each student earns the necessary credits to arrive at graduation in accordance with his or her success plan. Ombudsman’s rigorous and relevant academic programs are accredited by AdvancED and aligned to Common Core and state-specific standards.",Principal,Samantha Alvarado,6057 S WESTERN AVE,Chicago,Illinois,60636,773-498-5085,773-424-7291,{'url': 'https://www.cps.edu/schools/schoolprofiles/610570'},{'url': 'https://chicago.ombudsman.com'},False,"9,10,11,12",9-12,262,215,42,50,113,144,3,0,1,0,0,1,0,0,There are 262 students enrolled at OMBUDSMAN - SOUTH HS.  82.1% are Low Income Students.  16% are Diverse Learners.  19.1% are Limited English Learners.,The largest demographic at OMBUDSMAN - SOUTH HS is Hispanic.  This demographic makes up 55% of the student population.  The second greatest demographic is Black at 43.1%.,True,,7:30 am - 4:30 pm,,True,"49, 49X","Green, Orange",Level 2,NOT APPLICABLE,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that have their own processes for enrollment.,School Year 2022-2023,Options,False,False,False,False,41.783027,-87.683635,"{'type': 'Point', 'coordinates': [-87.683635, 41.783027]}",23,64,22257,111,2,Principal,Samantha Alvarado,{'url': 'https://twitter.com/ombudsmaned'},,True,{'url': 'https://www.facebook.com/ombudsmaneducation'},{'url': 'http://www.youtube.com/OmbudsmanEducation'},,22.1,67.2,5.5,78.9,Spanish,,Dean,Mr. Simmons,Lead Teacher,Mrs. Hahn,Lead Teacher,Mr. Veletovac,,,,,,,,,,,,
610250,6720,30101,SALAZAR,Ruben Salazar Elementary Bilingual Center,ES,False,True,True,True,"Salazar is a Title I (86% low-income status) and an Options for Knowledge School recognized for its Heritage Program and Spanish as a Foreign Language, as well as its rigorous academic programs offered to our students. Chicago Lights, Open Books, and Chicago Fundamental Investment are key partners which enhance our students learning. We pride ourselves in being a Level 1+ and preparing our students for College and Career.",Principal,Lourdes Jimenez,160 W WENDELL ST,Chicago,Illinois,60610,773-534-8310,773-534-8313,{'url': 'https://www.cps.edu/schools/schoolprofiles/610250'},{'url': 'https://salazar.cps.edu'},False,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",278,199,42,120,89,178,3,4,1,0,0,2,0,1,There are 278 students enrolled at SALAZAR.  71.6% are Low Income Students.  15.1% are Diverse Learners.  43.2% are Limited English Learners.,The largest demographic at SALAZAR is Hispanic.  This demographic makes up 64% of the student population.  The second greatest demographic is Black at 32%.,True,Full Day,09:00 AM-04:00 PM,08:45 AM,True,"37, 70, 156, 66","Blue, Brown, Red",Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2022-2023,ISP,True,False,True,False,41.901417,-87.633632,"{'type': 'Point', 'coordinates': [-87.633632, 41.901417]}",54,37,14926,310,46,Assistant Principal,Lynn Daguerre,,Full Day,True,,,04:00 PM - 05:00 PM (check with main office),,,,,"Spanish, Spanish for Heritage Speakers",False,Counselor,,,,,,,,,,,,,,,,,
400056,1933,66144,NOBLE - ROWE CLARK HS,Noble - Rowe-Clark Math and Science Academy,HS,True,False,False,False,"Rowe-Clark Math & Science Academy   is a campus of the Noble Network of Charter Schools in Chicago, IL. We opened our doors on August 20, 2007 to our first Freshman class.   Today, we have 500 students grades 9  th   through 12  th  .  In 2011, 100% of our first graduating seniors were accepted into different colleges.  
 
Rowe-Clark was named for the generosity of John and Jeanne Rowe and Frank and Vera Clark along with the gracious support of Exelon. Their commitment to high quality education is astounding. The Rowes and Clarks are actively involved at Rowe-Clark, often attending school wide activities, sporting events, and student led town hall performances and class discussions.",Director,Miracle Moss,3645 W CHICAGO AVE,Chicago,Illinois,60651,773-242-2212,773-826-6936,{'url': 'https://www.cps.edu/schools/schoolprofiles/400056'},{'url': 'https://nobleschools.org/roweclark'},False,"9,10,11,12",9-12,375,330,83,28,319,53,0,0,0,0,0,3,0,0,There are 375 students enrolled at NOBLE - ROWE CLARK HS.  88% are Low Income Students.  22.1% are Diverse Learners.  7.5% are Limited English Learners.,The largest demographic at NOBLE - ROWE CLARK HS is Black.  This demographic makes up 85.1% of the student population.  The second greatest demographic is Hispanic at 14.1%.,True,,"M - R 8:00 a.m. - 4:00 p.m., F 8:30 a.m. - 1:30pm.",7:00am,True,"53, 66, 82","Blue, Brown, Green",Level 1,NOT APPLICABLE,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Charter,True,False,False,True,41.895362,-87.718047,"{'type': 'Point', 'coordinates': [-87.718047, 41.895362]}",30,24,21572,584,46,Assistant Principal,Onel Abreu,,,True,{'url': 'https://www.facebook.com/BeNobleRCMSA/'},,4:15pm-5:30pm,74.6,67.2,78.8,78.9,"Spanish, Spanish for Heritage Speakers",False,Assistant Principal,Conor Quinn,Dean of Operations,Shela Lopez,Dean of Students,Karla Arce,"M - R 8:00 a.m. - 4:00 p.m., F 8:30 a.m. - 1:30pm.",,,,,,,,,,,
609968,3770,23551,MCAULIFFE,Sharon Christa McAuliffe Elementary School,ES,False,True,True,True,"We, the McAuliffe School community, strive to develop and nurture well-rounded, life-long learners who are confident, creative, and critical thinkers. We engage in a well-balanced academic approach that is driven by Science, Technology, Engineering, Math and the Arts, encouraging our students to explore opportunities in our neighborhood and beyond.  McAuliffe partners with the Logan Square Neighborhood Association (LSNA), which provides adult and student educational services.",Principal,Ryan Dewey Belville,1841 N SPRINGFIELD AVE,Chicago,Illinois,60647,773-534-4400,773-534-4744,{'url': 'https://www.cps.edu/schools/schoolprofiles/609968'},{'url': 'https://mcauliffees.org'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",575,440,76,229,28,527,11,0,2,0,0,6,1,0,There are 575 students enrolled at MCAULIFFE.  76.5% are Low Income Students.  13.2% are Diverse Learners.  39.8% are Limited English Learners.,The largest demographic at MCAULIFFE is Hispanic.  This demographic makes up 91.7% of the student population.  The second greatest demographic is Black at 4.9%.,True,Full Day,07:45 AM-02:45 PM,,True,"53, 73",,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 4,True,False,True,False,41.914816,-87.723931,"{'type': 'Point', 'coordinates': [-87.723931, 41.914816]}",1,21,22535,135,49,Assistant Principal,Linnette Claudio,{'url': 'https://twitter.com/Rdbelville'},Full and Half Day,True,{'url': 'http://www.facebook.com/McAuliffeElementarySchool'},,,,,,,,False,,,,,,,,,,,True,,,,,,,
